white_id,white_rating 
mukrisp17414                                                                                        ,1622
reidtardo17415                                                                                      ,1738
barryseal76717416                                                                                   ,1732
mukrisp17417                                                                                        ,1622
mukrisp17418                                                                                        ,1609
mukrisp17419                                                                                        ,1595
alkanna17420                                                                                        ,1688
mukrisp17421                                                                                        ,1611
mukrisp17422                                                                                        ,1597
gunsti17423                                                                                         ,1716
mukrisp17424                                                                                        ,1587
marisav17425                                                                                        ,1780
xavixbcn17426                                                                                       ,1799
mukrisp17427                                                                                        ,1606
mukrisp17428                                                                                        ,1615
pepejb17429                                                                                         ,1731
mukrisp17430                                                                                        ,1610
kalina197617431                                                                                     ,1691
mukrisp17432                                                                                        ,1606
ur2ez4me17433                                                                                       ,1712
mukrisp17434                                                                                        ,1607
oleg-tsebro17435                                                                                    ,1655
mukrisp17436                                                                                        ,1604
tascelik17437                                                                                       ,1759
m4tti17438                                                                                          ,1752
shahin135217439                                                                                     ,1832
andreyssky17440                                                                                     ,1665
carlos4a17441                                                                                       ,1708
mukrisp17442                                                                                        ,1603
bahram559617443                                                                                     ,1730
mukrisp17444                                                                                        ,1596
hegeweko17445                                                                                       ,1775
mukrisp17446                                                                                        ,1606
kroqster17447                                                                                       ,1807
tufyua17448                                                                                         ,1869
elvis199717449                                                                                      ,2208
sinyelrum17450                                                                                      ,2228
elvis199717451                                                                                      ,2187
blabluba17452                                                                                       ,1879
elvis199717453                                                                                      ,2168
elvis199717454                                                                                      ,2188
ferman146217455                                                                                     ,2016
elvis199717456                                                                                      ,2180
dokhotnikov17457                                                                                    ,1669
elvis199717458                                                                                      ,2178
elvis199717459                                                                                      ,2157
maxwind17460                                                                                        ,2071
sasha_riv17461                                                                                      ,1812
elvis199717462                                                                                      ,2169
elvis199717463                                                                                      ,2168
stylos17464                                                                                         ,1614
elvis199717465                                                                                      ,2165
sairamsandeep17466                                                                                  ,1468
elvis199717467                                                                                      ,2162
jameleddine17468                                                                                    ,1826
sonc17469                                                                                           ,2065
edwmpg17470                                                                                         ,2075
elvis199717471                                                                                      ,2154
edwmpg17472                                                                                         ,2093
aogorek17473                                                                                        ,2000
elvis199717474                                                                                      ,2126
valera195417475                                                                                     ,2020
elvis199717476                                                                                      ,2109
elvis199717477                                                                                      ,2122
aggelospaok17478                                                                                    ,1810
vadik1017479                                                                                        ,2105
nima744567517480                                                                                    ,2062
agusws17481                                                                                         ,1786
elvis199717482                                                                                      ,2122
elvis199717483                                                                                      ,2113
dukado17484                                                                                         ,1778
elvis199717485                                                                                      ,2099
abikhoshnavaz17486                                                                                  ,1865
waywarder217487                                                                                     ,1782
waywarder217488                                                                                     ,1767
melvet17489                                                                                         ,1411
albertlai43117490                                                                                   ,1700
thiagochess4ever17491                                                                               ,1772
albertlai43117492                                                                                   ,1693
albertlai43117493                                                                                   ,1693
tunisinov17494                                                                                      ,1957
doctor6117495                                                                                       ,1980
wblake6617496                                                                                       ,1996
thenowhereman17497                                                                                  ,1949
tunisinov17498                                                                                      ,1969
ivokarlovic17499                                                                                    ,2058
tunisinov17500                                                                                      ,1944
tunisinov17501                                                                                      ,1930
rexlex17502                                                                                         ,2004
odinchert17503                                                                                      ,2088
tunisinov17504                                                                                      ,1906
omikulk17505                                                                                        ,2146
galia17506                                                                                          ,1957
zolap17507                                                                                          ,1938
tunisinov17508                                                                                      ,1917
tunisinov17509                                                                                      ,1928
siomka_gio17510                                                                                     ,1954
siomka_gio17511                                                                                     ,1941
tunisinov17512                                                                                      ,1953
tunisinov17513                                                                                      ,1952
krzysiuchess17514                                                                                   ,1943
tunisinov17515                                                                                      ,1974
bortemerr17516                                                                                      ,2035
gambit4717517                                                                                       ,1972
mac222417518                                                                                        ,1973
tunisinov17519                                                                                      ,1980
daniyal_rysaev17520                                                                                 ,2022
tunisinov17521                                                                                      ,2000
tunisinov17522                                                                                      ,1991
turnamel17523                                                                                       ,2186
boro-i-ramiz17524                                                                                   ,1958
kemchik17525                                                                                        ,1932
tunisinov17526                                                                                      ,1980
kogynuquer17527                                                                                     ,1500
benjamin136517528                                                                                   ,1464
vinhasale17529                                                                                      ,1681
vinhasale17530                                                                                      ,1674
juansnow17531                                                                                       ,1542
shkl17532                                                                                           ,1708
juansnow17533                                                                                       ,1528
sergeydianov257317534                                                                               ,1870
juansnow17535                                                                                       ,1538
silvio7817536                                                                                       ,1628
paultomasi17537                                                                                     ,1754
juansnow17538                                                                                       ,1558
soric17539                                                                                          ,1762
juansnow17540                                                                                       ,1549
juansnow17541                                                                                       ,1557
pankr17542                                                                                          ,1607
juansnow17543                                                                                       ,1547
juansnow17544                                                                                       ,1550
leonardodiolupo17545                                                                                ,1737
juansnow17546                                                                                       ,1568
juansnow17547                                                                                       ,1572
simon_kevin17548                                                                                    ,1920
juansnow17549                                                                                       ,1578
simon_kevin17550                                                                                    ,1911
gadirotbert17551                                                                                    ,1728
juansnow17552                                                                                       ,1597
guru20077317553                                                                                     ,1750
klouis0617554                                                                                       ,1857
tona6417555                                                                                         ,1556
joash051917556                                                                                      ,1717
guru20077317557                                                                                     ,1752
guru20077317558                                                                                     ,1771
nickol17559                                                                                         ,1500
ziad2615017560                                                                                      ,1634
guru20077317561                                                                                     ,1771
cocal194917562                                                                                      ,1829
ar7m1nd17563                                                                                        ,1654
guru20077317564                                                                                     ,1741
alankarajallo17565                                                                                  ,1414
guru20077317566                                                                                     ,1730
mazhar_here17567                                                                                    ,1650
guru20077317568                                                                                     ,1715
messiasjr17569                                                                                      ,1415
guru20077317570                                                                                     ,1721
guru20077317571                                                                                     ,1711
guru20077317572                                                                                     ,1725
aseman-aseman17573                                                                                  ,1635
edy45617574                                                                                         ,1675
guru20077317575                                                                                     ,1723
guru20077317576                                                                                     ,1730
the_banana_bird17577                                                                                ,1778
derli17578                                                                                          ,1693
guru20077317579                                                                                     ,1716
physicsgaming17580                                                                                  ,1779
marino12317581                                                                                      ,1471
guru20077317582                                                                                     ,1717
guru20077317583                                                                                     ,1701
casondaboss17584                                                                                    ,1533
blumirror17585                                                                                      ,2156
ioan12behr3417586                                                                                   ,1688
blumirror17587                                                                                      ,2168
sebasproo17588                                                                                      ,1659
reubpear17589                                                                                       ,1523
ahmadn4217590                                                                                       ,1767
lady_jennifer_robin17591                                                                            ,1192
reubpear17592                                                                                       ,1539
hansdampf17593                                                                                      ,1844
reubpear17594                                                                                       ,1539
hansdampf17595                                                                                      ,1844
reubpear17596                                                                                       ,1539
mehdi27117597                                                                                       ,1855
reubpear17598                                                                                       ,1539
russky0017599                                                                                       ,1315
ninocrea17600                                                                                       ,1528
reubpear17601                                                                                       ,1539
reubpear17602                                                                                       ,1539
reubpear17603                                                                                       ,1657
mauriciosampaio17604                                                                                ,1463
meta_ratio17605                                                                                     ,1826
error1333fvckyuu17606                                                                               ,1266
reubpear17607                                                                                       ,1500
romarcin17608                                                                                       ,1750
reubpear17609                                                                                       ,1500
reubpear17610                                                                                       ,1500
reubpear17611                                                                                       ,1500
reubpear17612                                                                                       ,1500
reubpear17613                                                                                       ,1500
celinadia17614                                                                                      ,1302
gianfranco703817615                                                                                 ,1559
voguha17616                                                                                         ,1566
bibou9517617                                                                                        ,1636
rubikstein17618                                                                                     ,1580
rubikstein17619                                                                                     ,1580
rubikstein17620                                                                                     ,1589
perinovich17621                                                                                     ,1438
rubikstein17622                                                                                     ,1592
patrick5617623                                                                                      ,1621
rubikstein17624                                                                                     ,1602
rubikstein17625                                                                                     ,1602
max196617626                                                                                        ,1591
ruslanrshm17627                                                                                     ,1618
lou17628                                                                                            ,1614
ahmed608317629                                                                                      ,1595
rubikstein17630                                                                                     ,1600
rubikstein17631                                                                                     ,1600
rubikstein17632                                                                                     ,1600
rubikstein17633                                                                                     ,1600
jonathacosta9317634                                                                                 ,1619
rubikstein17635                                                                                     ,1600
larisseelias17636                                                                                   ,1500
rubikstein17637                                                                                     ,1600
babbage17638                                                                                        ,1720
pedrosincinco17639                                                                                  ,1608
rubikstein17640                                                                                     ,1589
rubikstein17641                                                                                     ,1589
sanbkazh17642                                                                                       ,1538
rubikstein17643                                                                                     ,1589
celtica17644                                                                                        ,1599
kolovrat83617645                                                                                    ,1594
yesman8117646                                                                                       ,1691
rubikstein17647                                                                                     ,1589
nachopochettino17648                                                                                ,1500
rubikstein17649                                                                                     ,1579
rubikstein17650                                                                                     ,1568
leorus17651                                                                                         ,1565
roi00717652                                                                                         ,1585
nicolascacchi17653                                                                                  ,1513
rubikstein17654                                                                                     ,1581
rubikstein17655                                                                                     ,1581
umanz_link17656                                                                                     ,1598
swagswaggerson17657                                                                                 ,1500
knightsidecastle17658                                                                               ,1190
aldaarqt17659                                                                                       ,1597
heresiarch17660                                                                                     ,1524
kondukator017661                                                                                    ,2109
gilbertvai17662                                                                                     ,2270
hernanbojorquez17663                                                                                ,2154
kondukator017664                                                                                    ,2115
flow196017665                                                                                       ,2191
gilbertvai17666                                                                                     ,2294
khusros17667                                                                                        ,1877
abdiellopez417668                                                                                   ,1097
abdiellopez417669                                                                                   ,1112
knucklehead8817670                                                                                  ,1374
capadoc17671                                                                                        ,1604
braca1517672                                                                                        ,1364
happyboyy17673                                                                                      ,1954
wellsaid17674                                                                                       ,2151
fereran17675                                                                                        ,1853
wellsaid17676                                                                                       ,2224
qnhan111117677                                                                                      ,1859
yastenet17678                                                                                       ,1920
remus_cernea17679                                                                                   ,2092
wellsaid17680                                                                                       ,2094
raposaakatsuki17681                                                                                 ,1543
danny_117682                                                                                        ,1952
shmulke17683                                                                                        ,1496
trzodachlewna17684                                                                                  ,1500
lrextonl17685                                                                                       ,1515
shmulke17686                                                                                        ,1524
shmulke17687                                                                                        ,1512
apashe17688                                                                                         ,1590
habibisson17689                                                                                     ,1532
shmulke17690                                                                                        ,1497
delfoscabernard17691                                                                                ,1525
shmulke17692                                                                                        ,1495
shmulke17693                                                                                        ,1503
liotru17694                                                                                         ,1530
shmulke17695                                                                                        ,1501
shmulke17696                                                                                        ,1512
diego12joander17697                                                                                 ,1501
shmulke17698                                                                                        ,1510
shmulke17699                                                                                        ,1520
vit21617700                                                                                         ,1566
shmulke17701                                                                                        ,1539
vit21617702                                                                                         ,1544
andreatorre17703                                                                                    ,1596
venetosergio17704                                                                                   ,1532
shmulke17705                                                                                        ,1559
shmulke17706                                                                                        ,1546
rameau6417707                                                                                       ,1566
zipa193617708                                                                                       ,1523
shmulke17709                                                                                        ,1557
dhanton8217710                                                                                      ,1590
shirock17711                                                                                        ,1522
shmulke17712                                                                                        ,1577
shmulke17713                                                                                        ,1579
sans_the_skeleton17714                                                                              ,1632
amadofranco201617715                                                                                ,1627
shmulke17716                                                                                        ,1585
vano38917717                                                                                        ,1519
jpversiani17718                                                                                     ,2032
harveyfu17719                                                                                       ,1118
harveyfu17720                                                                                       ,1120
harveyfu17721                                                                                       ,1143
harveyfu17722                                                                                       ,1051
nono4217723                                                                                         ,1684
harveyfu17724                                                                                       ,1012
zugzwang-m817725                                                                                    ,1500
harveyfu17726                                                                                       ,1028
snmrtt17727                                                                                         ,1442
j_karlo17728                                                                                        ,1347
kosmomysl17729                                                                                      ,1500
harveyfu17730                                                                                       ,1034
hugocornellier17731                                                                                 ,1405
harveyfu17732                                                                                       ,1054
playerangel17733                                                                                    ,1580
parabellum9117734                                                                                   ,1467
babblingboy17735                                                                                    ,1381
tree_avenue17736                                                                                    ,1042
torturana17737                                                                                      ,1500
idontalreadyexist17738                                                                              ,1510
babblingboy17739                                                                                    ,1381
babblingboy17740                                                                                    ,1381
beatenthebishop17741                                                                                ,1288
babblingboy17742                                                                                    ,1381
babblingboy17743                                                                                    ,1392
arrchess17744                                                                                       ,1635
babblingboy17745                                                                                    ,1405
aveniner17746                                                                                       ,1406
babblingboy17747                                                                                    ,1405
steintulling17748                                                                                   ,1728
deniste17749                                                                                        ,1505
babblingboy17750                                                                                    ,1405
stephen78917751                                                                                     ,1500
fatik17752                                                                                          ,1340
babblingboy17753                                                                                    ,1432
babblingboy17754                                                                                    ,1448
obignu17755                                                                                         ,1715
babblingboy17756                                                                                    ,1450
legendaryfatguy17757                                                                                ,1715
fischer_society17758                                                                                ,1096
babblingboy17759                                                                                    ,1480
aerive17760                                                                                         ,1932
fabianaguado17761                                                                                   ,1390
babblingboy17762                                                                                    ,1486
babblingboy17763                                                                                    ,1484
spidermanto17764                                                                                    ,1319
babblingboy17765                                                                                    ,1461
babblingboy17766                                                                                    ,1481
yory2117767                                                                                         ,1890
justlin17768                                                                                        ,1387
lon12345678917769                                                                                   ,1892
per_m217770                                                                                         ,1602
lon12345678917771                                                                                   ,1886
madc17772                                                                                           ,1907
maltenschoep17773                                                                                   ,1822
lon12345678917774                                                                                   ,1946
kaleptor17775                                                                                       ,1722
lon12345678917776                                                                                   ,1971
ricardo-lopes17777                                                                                  ,1878
lon12345678917778                                                                                   ,1983
yosimenew17779                                                                                      ,1779
lon12345678917780                                                                                   ,1969
wqf717781                                                                                           ,1919
camus_117782                                                                                        ,1801
lon12345678917783                                                                                   ,1968
polishhussar317784                                                                                  ,1842
lon12345678917785                                                                                   ,1950
elsa200717786                                                                                       ,2012
khemar17787                                                                                         ,1909
joaodiasneto17788                                                                                   ,1500
khemar17789                                                                                         ,1904
khemar17790                                                                                         ,1904
khemar17791                                                                                         ,1903
ura8117792                                                                                          ,1571
khemar17793                                                                                         ,1941
odalv17794                                                                                          ,1356
ramzes_7317795                                                                                      ,1293
luisgdantas17796                                                                                    ,1471
khemar17797                                                                                         ,1931
slobodan00717798                                                                                    ,1675
slobodan00717799                                                                                    ,1675
holyship17800                                                                                       ,2123
sepiroth17801                                                                                       ,2210
holyship17802                                                                                       ,2110
jofranmaster17803                                                                                   ,1585
donpogo17804                                                                                        ,1655
element4life17805                                                                                   ,1190
brucewayne10017806                                                                                  ,1500
element4life17807                                                                                   ,1190
brucewayne10017808                                                                                  ,1500
element4life17809                                                                                   ,1190
trogloditas17810                                                                                    ,1500
element4life17811                                                                                   ,1190
federico9617812                                                                                     ,1500
irenecm_9617813                                                                                     ,1332
element4life17814                                                                                   ,1190
element4life17815                                                                                   ,1205
valen1317816                                                                                        ,1500
element4life17817                                                                                   ,1214
saenz02717818                                                                                       ,1460
element4life17819                                                                                   ,1237
kemamd17820                                                                                         ,1425
element4life17821                                                                                   ,1252
element4life17822                                                                                   ,1252
element4life17823                                                                                   ,1252
testinger0617824                                                                                    ,1340
element4life17825                                                                                   ,1272
x1542154217826                                                                                      ,1345
element4life17827                                                                                   ,1328
andertal17828                                                                                       ,1256
haddock_198517829                                                                                   ,1399
element4life17830                                                                                   ,1159
